Time,ax_caro,ay_caro,az_caro,wx_caro,wy_caro,wz_caro,Lat_caro,Lon_caro,Alt_caro,vN_caro,vE_caro,vU_caro,d_izq_caro,d_der_caro
8.84,0.0021903252,-0.11240869,0.007679874,0.0064149424,0.0012346132,0.008924239,46.40752,12.662359,542.67804,14.994509,-0.018797329,0.010395574,500.50555,498.31076
8.85,-0.00058646407,-0.10181001,-0.0038829278,-0.011194738,-0.00013884468,-0.0076853083,46.421974,10.983611,573.02814,15.036637,-0.013534873,0.02641716,496.70404,504.8286
8.86,0.0043516676,0.027865551,0.0027248436,0.027675124,0.00014291269,0.0039760736,45.932472,10.493731,562.6896,14.96025,0.009966562,-0.026297115,501.2302,503.4558
8.87,-0.0024530576,-0.05482784,0.010582083,0.015330992,0.0019141502,0.014616619,47.06428,13.572113,498.55002,15.027259,0.013800099,8.334173e-05,497.31235,503.97507
8.88,0.0021445595,-0.05078863,0.008347654,-0.018707082,0.0016051943,0.012586061,46.527878,11.205473,561.36285,14.967802,0.009306577,0.011525861,501.1005,503.7807
8.89,0.00033888582,0.051715292,0.007959207,-0.011501782,0.0011012678,0.012223881,47.5569,16.254704,493.70932,14.977374,0.0061122584,0.016096866,500.7931,500.3127
8.9,0.0007936533,-0.13650692,0.0032416608,-0.06966636,0.0010020323,0.0040576747,45.897808,10.264287,584.3133,15.014025,-0.015368869,0.013065042,502.05673,504.6517
8.91,-0.0025727472,-0.043366052,-0.0069321776,-0.026687048,-0.0016670711,-0.008737009,47.385925,14.016398,474.83054,14.984525,-0.027224373,0.004942934,502.90057,500.3041
8.92,-0.0011581978,-0.18151313,0.009117017,-0.018909223,0.00175475,0.013315041,47.53774,17.561361,482.9352,14.950773,-0.0048812027,-0.018001596,500.9009,499.01068
8.93,-0.0018918233,0.10469164,0.006203817,0.044089098,0.001708538,0.008233031,45.760895,9.53347,586.6677,15.041533,-0.008675762,0.0074300133,508.23413,502.24243
8.94,0.001955078,-0.13264628,-0.0051006204,0.043119006,-0.0012779931,-0.009359758,48.312298,17.797161,420.53137,14.98766,0.017770994,0.003821602,500.79633,503.89392
8.95,0.002087371,-0.26254582,-0.0009529452,-0.0017472693,4.6041605e-05,-0.005175604,46.68778,11.891592,507.66605,14.9575815,-0.018527256,0.027896283,501.14365,500.4386
8.96,0.0005279826,-0.22712363,0.008468328,0.022999765,0.001581414,0.013187652,46.952732,12.6652155,508.83783,14.955825,0.014432456,0.010084029,499.03647,504.5505
8.97,-0.002285617,-0.23132007,0.012638057,-0.0084816795,0.0030771326,0.0148929935,46.07743,9.594784,548.9327,15.004529,-0.009922906,-0.00030949313,506.05582,500.38773
8.98,0.0038750845,-0.1730907,0.0037181799,0.05551896,0.00035274576,0.004317477,46.77667,15.199805,505.3509,15.053852,-0.007894497,-0.025464255,497.16608,503.01123
8.99,0.0010812618,0.073956504,0.0070901373,0.008217261,0.0015914472,0.0076981913,45.85222,10.507041,560.72235,15.074597,0.004335911,0.011303253,501.5105,503.34262
9.0,-0.00031520624,-0.047286402,0.0021593727,0.030071858,0.0001648916,0.00085298205,47.778152,17.311348,476.32452,14.971017,0.007882807,0.005097339,502.52142,502.00696
9.01,0.0036392803,-0.09833493,0.0012667936,-0.00068386283,-0.00095038,0.001715357,47.758705,18.059359,470.57208,14.962455,-0.007933416,8.437203e-05,505.06595,504.4165
9.02,0.00021854044,-0.062334236,0.0013266816,-0.013474435,0.0008253731,0.0006385152,47.180183,13.346057,511.8053,14.998474,-0.016444717,0.016663257,498.99368,500.93048
9.03,-0.0040100133,-0.18506171,0.004268883,0.0547147,0.0009177297,0.007585975,45.979813,9.422297,565.157,15.057829,0.008836878,-0.011340701,501.6448,500.3925
9.04,0.010726906,-0.26832765,0.005357153,-0.012577914,-2.9328628e-05,0.005578165,46.609097,13.688322,532.8296,14.894401,-0.004918636,-0.01529475,493.49127,501.2795
9.05,0.0006563782,-0.016958807,0.0022247953,0.020139566,0.0003885521,0.0051808106,47.256767,14.716716,488.09467,14.949906,0.0059123076,0.021239277,502.72626,501.4575
9.06,0.0048935246,-0.246169,0.0044970512,-0.040622223,0.0009535083,0.0065677725,46.29775,11.37873,578.0903,14.95347,0.018258583,-0.0006116778,497.28436,504.97693
9.07,-0.0008211467,0.04616338,-0.010171104,-0.0007343219,-0.0019471302,-0.012323178,47.336693,14.416475,526.22546,14.946185,0.003215919,0.008193422,495.50677,503.70282
9.08,0.0072951824,-0.113053866,0.011642216,0.025840761,0.0017387186,0.013798648,48.721653,20.997787,384.23758,14.9473095,0.004531071,0.02849008,503.34894,505.80014
9.09,0.0007594039,0.060516253,-0.0039892453,0.070207104,-0.00078504946,-0.006602409,47.45823,14.326,464.7478,15.007466,0.014651866,-0.0034596936,499.21823,501.17
9.1,0.007436903,-0.12208037,0.0015859192,-0.01517573,0.00020486083,0.00024079578,47.71067,16.629826,472.18927,14.974266,0.009550177,0.00718657,500.73996,499.5703
9.11,-0.0017123976,0.14028564,0.0017863291,0.03554684,0.0007334291,0.0060213897,47.34916,14.678693,495.0946,14.995626,-0.0049806703,0.023360128,500.39545,505.64438
9.12,-0.002442588,0.26818314,-0.00029757118,0.084067725,0.00043317853,-0.00069021503,46.593082,10.830795,546.995,15.028208,-0.02195799,0.015837744,499.45126,498.56094
9.13,0.00034730416,-0.08624894,0.0032947622,0.07047325,0.00045824575,0.0057972716,47.03751,13.630654,530.03107,15.02829,0.020002257,0.009263079,499.91986,501.2409
9.14,-0.001084053,0.08324607,-0.0027362376,0.011134232,-0.0005136051,-0.0029549247,47.362682,14.661909,502.05005,14.972848,0.0138902245,-0.012153562,497.3877,504.75073
9.15,0.006709232,-0.098138854,0.005793466,0.030686453,0.00074151275,0.0076663042,47.99869,18.425419,456.74878,14.962361,-0.0058159693,0.017716605,499.88412,502.13925
9.16,0.0054347324,0.156756,0.021408308,-0.011906646,0.0043161544,0.027518377,47.919064,18.984701,451.24915,14.97402,-0.0021069807,0.019281607,501.93063,501.2891
9.17,0.0003346869,-0.05602569,0.0004241874,0.044600803,0.0005157975,0.00165341,46.827625,12.98219,509.8793,15.044933,0.0073370505,-0.0016142229,499.75214,502.3091
9.18,0.0011792968,-0.06311831,0.011561816,0.002648454,0.0025586959,0.015246542,45.83958,9.021473,571.80927,15.017672,-0.013927912,0.014910202,501.01883,502.64868
9.19,-0.0047463635,-0.27506387,0.003258801,-0.11251441,0.0011783659,0.0062248483,47.53853,14.039081,473.15082,14.889898,-0.03286286,0.019041443,504.78625,506.1659
9.2,0.0037331874,-0.3019183,0.012115834,-0.015028536,0.0026037926,0.014093892,47.05331,15.447669,495.604,14.987242,-0.003896184,-0.023445388,498.71722,499.944
9.21,0.00023631228,-0.066400476,0.0035501255,0.03609509,0.0010050975,0.0037574065,46.510216,11.589188,551.1512,14.968759,0.0044855196,-0.007880101,502.2262,504.30594
9.22,0.000862362,-0.24179842,0.0035731765,-0.0131787285,0.00056279416,0.0017630546,46.504776,12.531154,530.83093,15.028683,-0.007360983,-0.00097267877,502.45987,499.52524
9.23,-8.495315e-05,0.048879102,0.0011349849,-0.025954071,-2.3915083e-05,0.0027258727,45.02086,7.288506,650.0905,14.960578,-0.014397996,-0.0007796929,503.6926,496.88052
9.24,0.0040304,0.14484815,0.0032602875,-0.066854574,0.00033577584,0.001261354,48.08194,19.09429,448.3386,14.985461,0.00032557588,0.018742032,503.96625,500.58594
9.25,0.0017657655,0.1488055,0.014189796,0.085164756,0.0025969725,0.018253926,46.92436,13.390632,498.53595,14.949439,0.018629067,0.025935417,504.94412,500.70575
9.26,0.001716094,-0.012498084,0.0049380716,-0.022688765,0.0003651206,0.008527997,46.660316,12.036588,536.02924,14.9952755,0.01472787,-0.025199352,500.79376,502.63486
9.27,-0.0008828861,-0.20861523,-0.0023146896,-0.07076101,-0.0008237768,-0.0017031669,49.421776,23.596663,359.61545,15.0173645,0.011250644,-0.038004547,500.53558,495.6368
9.28,-0.0007496135,-0.1287869,0.011612517,0.007933677,0.0026134592,0.015593146,47.172466,15.569205,525.98096,15.015151,0.0184643,-0.017803783,496.4966,502.1954
9.29,-0.0025640868,-0.17473058,0.0021011508,0.012504091,0.00045322074,0.0015986739,47.762566,15.062973,446.0667,15.01878,-0.012063733,-0.013676212,502.7111,501.2114
9.3,0.0029814437,-0.2707768,0.006951918,0.034254048,0.0009545296,0.011723788,47.331345,14.694367,482.30887,15.024368,0.017419463,-0.0010467222,497.0735,505.78354
9.31,0.00437636,-0.08477248,0.005114537,0.061194368,0.00072560075,0.005851372,46.318798,9.4438505,523.69226,14.985453,0.018110767,0.034605086,499.19296,504.6904
9.32,0.0023317004,0.03811419,0.01332495,0.0015686544,0.0029136064,0.017477322,45.94052,10.249714,585.70526,14.941167,0.003788816,-0.00010939455,498.535,501.67264
9.33,0.002078413,0.07549864,-0.00012833439,-0.0015205519,-0.00019096897,-0.0015302547,46.731464,10.403794,499.17737,15.072581,-0.014506631,-0.04513854,492.53726,502.33997
9.34,-0.0007654933,-0.06693786,0.0015741598,0.021061538,-0.000103611485,0.002831819,47.074474,14.684451,515.97235,14.979043,-0.0036404438,0.0017042113,501.4011,498.388
9.35,0.0007640673,-0.023487087,0.0027593626,0.033303604,0.0003427981,0.0034478845,47.107635,15.41806,494.41266,15.07751,-0.005840153,0.008492077,499.1498,497.71875
9.36,0.0014595524,0.18782297,0.007903435,0.06387784,0.0014909509,0.010706045,48.532604,19.751719,431.21976,14.963492,-0.025257027,0.018438112,498.81464,497.62567
9.37,0.003272634,0.005066171,0.010861954,0.017157756,0.0022987544,0.014146339,45.376637,8.255622,606.54645,15.102441,0.008878859,0.0002230165,501.1749,499.42523
9.38,0.0019326659,-0.2181629,-0.0009278436,0.034497596,-0.00056559226,0.0005322965,48.638973,19.091177,389.0601,14.918524,0.02528948,0.020961344,498.7162,502.67227
9.39,-0.00012233737,-0.011205934,0.013470577,0.051156607,0.0020221467,0.019919593,48.871353,21.350082,409.19775,14.978631,0.057724334,-0.0060941237,504.36194,501.99814
9.4,0.0010390866,-0.13919923,-0.00080199336,-0.057370923,0.00038733857,-0.0024355715,47.287766,14.427071,487.2633,14.985903,-0.006365078,0.01756454,498.69104,502.74673
9.41,0.0033949576,0.011949368,0.008435587,0.008881701,0.0024537253,0.010795757,45.04875,6.5439496,632.24963,14.988876,-0.012069856,0.02003408,496.31223,505.26746
9.42,0.001087999,-0.11706505,-0.0024590776,0.039196815,0.00038521254,-0.007095105,45.487366,6.0073595,610.53357,15.012947,-0.029703781,0.013213059,499.1286,507.72614
9.43,-0.0060361424,-0.12957488,-0.00032620516,0.02598017,0.0001249915,0.0004816074,46.715496,10.587197,519.91876,15.032394,-0.022733387,0.028765412,501.9585,496.28348
9.44,-0.0014729516,0.041075766,0.00033612084,0.03272667,0.00018477972,0.00035280676,47.53014,15.307666,495.57193,14.995287,-0.034886993,-0.0040844874,497.29828,498.14047
9.45,0.0019009736,-0.32994542,-0.003285786,0.017949032,-0.00033461617,-0.0047867075,46.1543,9.706908,563.8563,14.973053,-0.0045669316,0.007871969,504.63983,503.43478
9.46,-0.0019877437,-0.030338403,0.005849961,0.038697768,0.0009677742,0.008767258,46.188385,10.724581,554.82715,15.003777,0.01026021,0.0038641593,498.73932,500.62122
9.47,-0.0007098983,-0.2588966,0.018297661,0.037402637,0.00414293,0.026129648,46.44885,13.72825,546.0367,15.021735,0.0115498,-0.0054115746,501.17682,501.43192
9.48,0.0013685558,-0.11901335,0.007299756,-0.008078327,0.0018861622,0.007865179,46.64251,12.112299,521.0721,14.995945,0.00600008,-0.0007003628,503.47736,502.84036
9.49,0.0028126154,-0.13045998,0.0034121785,-0.024213225,0.0006868456,0.0043523684,45.80905,10.1593075,566.0285,15.055649,-0.0056918208,-0.01550224,499.91333,499.8859
9.5,0.0029133803,-0.18958196,0.007020362,0.016141368,0.0014072738,0.010677246,47.58707,17.23641,451.53967,14.982111,0.0075339703,-0.025652224,497.57144,501.78818
9.51,-0.0022603634,-0.005266071,-0.0024467534,0.005166768,-0.00031017594,-0.0056619635,47.553226,16.688368,482.91385,15.078662,-0.003917182,0.02603815,499.31168,499.39554
9.52,0.0024350039,-0.20140505,0.005280358,0.017121093,0.0011058877,0.0071858903,47.22954,15.288731,496.80383,14.972833,-0.0011944032,-0.004186544,498.67603,499.04196
9.53,-0.0011282772,0.041657843,0.004028521,0.0757782,0.00028788912,0.0074757617,46.571583,12.798116,533.3391,14.9981165,0.009262606,-0.012891618,497.73892,498.17908
9.54,-0.00022335729,0.15016745,0.0012886107,0.06326061,-4.128742e-05,0.0034651766,46.4788,12.669643,546.8933,14.946302,-0.04218087,0.004952435,496.24362,501.30777
9.55,-0.0040563815,-0.3515157,-0.0010710589,-0.021975655,0.00031700943,-0.002823275,47.195225,15.041887,527.61005,15.010626,-0.0063831494,0.0040011364,498.93427,500.9364
9.56,-0.00093739375,-0.049526453,0.0064587644,-0.02898058,0.0012235171,0.009102942,47.225822,13.891404,491.28543,15.040072,0.02019297,-0.012934107,498.64456,499.6268
9.57,0.0014619286,0.12614952,0.0030786735,0.029845273,0.0004300137,0.0037240312,47.12577,13.750225,498.36746,15.02703,0.02076888,0.0018963479,503.54062,505.61023
9.58,-0.0021938842,-0.009795748,0.0041302736,0.0071965,0.00109327,0.0049527776,47.89303,16.338518,447.37427,14.993,-0.014602905,0.0072687548,498.67587,501.45343
9.59,0.004378636,-0.18820485,0.00066873315,-0.03807392,-0.00016673937,0.0016822172,47.25564,15.718323,459.53348,15.047648,-0.004923545,-0.018188024,493.06876,502.13458
9.6,1.7022772e-05,0.15290657,-0.0017171996,0.0047614165,-0.0006796807,-0.0021879352,45.211273,5.78047,612.5451,15.033201,0.021935526,-0.028018486,497.0661,500.8087
9.61,0.0048493333,-0.0806723,-0.0015418439,0.03306887,-0.00079620397,-0.004758766,45.574966,8.059676,620.57416,14.964484,0.020315528,-0.012130472,494.1904,499.64752
9.62,-0.0052078413,-0.055632524,0.0023927882,0.030061563,0.00088319625,0.004260836,46.815266,12.215174,523.2922,14.975735,-0.033416912,0.017995568,502.69254,499.0604
9.63,0.0045640846,-0.0017136264,0.0065688593,0.026523978,0.0011429624,0.0060423305,46.591705,14.398224,550.5356,14.949484,-0.018941035,0.0018650794,496.81537,503.1687
9.64,-0.0057986397,-0.023437154,-0.0047276085,0.059123673,-0.0005131521,-0.0049293563,46.858036,12.588534,513.00696,15.0549555,4.0695515e-05,-0.04757011,499.04813,501.47842
9.65,0.0013347978,-0.2178616,0.001984908,-0.014758848,0.00022366885,0.00018194201,46.893623,13.246785,532.9673,14.883767,-0.006600141,-0.0005525765,503.59232,500.05652
9.66,-0.0051405216,-0.11111599,0.0015523264,0.059331868,0.00021245924,0.003785436,46.98998,11.421262,478.17102,15.002489,0.0064968066,-0.052428212,501.98853,498.6662
9.67,-0.010432586,-0.06993978,-0.0016497973,0.024116123,0.00035878582,-0.0004971086,48.604458,19.415655,471.6284,14.968834,-0.017630782,-0.009268662,503.30646,500.75845
9.68,-0.0064296974,0.036693253,-0.007046372,0.06138532,-0.0017599888,-0.0055839093,47.681343,15.528635,501.16977,15.020594,0.0016161969,-0.025701217,500.75574,498.06897
9.69,0.004211226,-0.018866893,0.01069303,0.06632539,0.0015004748,0.016288279,48.278507,17.856342,405.9379,14.92689,-0.009422113,0.010194121,499.3724,503.27072
9.7,-0.0020630807,-0.31869587,0.0052858954,0.055142544,0.0012126261,0.009994659,47.36292,14.062188,489.293,15.019216,0.008035624,-0.023452874,501.15732,507.1266
9.71,0.003573863,0.1580121,0.011569354,0.09177189,0.0019685926,0.015029933,45.276997,8.5754385,622.2068,14.965216,-0.010041524,0.011895448,500.95816,506.13055
9.72,0.0033318582,0.19054756,-0.002767818,0.08895097,-0.0006740874,-0.0033097954,45.9526,10.086537,577.7912,14.95814,0.0116983475,0.019750886,500.04318,502.4663
9.73,0.002364839,-0.11804003,0.0006830235,0.009800946,-0.00010031898,0.0010863696,46.388985,12.234739,591.0023,14.958728,-0.008043586,0.017882567,499.023,502.84787
9.74,0.0028307466,0.3307419,-0.0009142747,0.023737084,-0.00030399286,-0.0012956841,46.06024,9.889323,563.24896,15.023835,0.057357736,-0.02476881,498.03162,504.59537
9.75,-0.004404229,-0.16639954,0.0028722277,0.063475884,0.00026854445,0.0048687365,47.35896,16.741438,501.0261,15.099446,-0.019869374,0.011156659,507.07184,500.79254
9.76,0.0010127106,-0.013375521,0.0009907808,0.049925,4.259593e-05,0.0029448795,47.59724,14.748143,448.73032,15.0227165,0.031260677,-0.0029035553,502.28882,503.10773
9.77,-0.00036800222,-0.045316346,0.0112451855,0.04088898,0.0025907909,0.014679079,46.483204,12.340577,544.24713,14.997104,-0.005116015,0.006019635,495.6333,501.1934
9.78,0.0027201574,-0.18633735,0.004916508,-0.045457892,0.0005097917,0.0076842117,46.831665,13.301011,512.42053,14.94705,0.0077495663,0.0090386635,497.6366,501.9351
9.79,4.2130938e-05,-0.24499762,0.014174711,0.0012492927,0.0031215227,0.017969113,47.71691,18.241842,470.63193,15.030579,-0.011690214,-0.005522568,495.6079,501.9228
9.8,0.0004029302,-0.12726755,0.005390971,-0.06305936,0.0012055296,0.006819289,46.38616,12.853228,549.231,14.917422,0.024868963,-0.010414785,501.7073,505.17972
9.81,-0.0023948087,-0.17906001,-0.0049917847,-0.0069076344,-0.0007145088,-0.0066149915,46.995808,13.7993145,513.04407,15.042354,0.02517883,-0.015477565,503.06635,502.91663
9.82,0.0030814183,-0.4157448,0.0011073253,0.024597181,-9.8273624e-05,-0.001035159,45.387505,5.9817586,579.3852,15.090893,0.039244164,0.009350622,504.28232,502.28778
9.83,-0.0031509749,-0.13763629,-0.0016918855,0.0030446907,-0.0001781323,-0.0031083613,45.234253,7.010528,662.3518,15.023293,0.015727952,0.036767904,497.57864,498.06012
9.84,0.001392597,-0.15851705,0.00087955,0.08391934,-1.32822315e-05,0.00051293685,46.879868,12.782201,529.01337,15.029756,-0.012541661,0.003963076,502.07648,503.28702
9.85,-0.001515717,0.05918865,3.2276872e-05,0.035588976,2.0234147e-06,-0.0015530016,47.01764,13.826132,496.43063,15.026501,-0.004762185,0.006866363,505.16162,501.5151
9.86,0.003264736,0.11973442,0.0063292743,0.04345445,0.0008785975,0.009651484,46.579647,11.121263,510.64893,15.005269,-0.033897743,-0.024776036,500.38013,503.49808
9.87,0.0012198444,-0.036407236,0.004856212,0.1181292,0.001268074,0.008158195,47.235203,14.948169,492.53983,15.034001,-0.029933339,0.02788145,503.46866,504.52567
9.88,-0.0017814203,-0.14389259,-0.008768942,0.033279568,-0.0018603157,-0.011392453,47.003883,14.3366165,529.6602,15.029001,0.014238566,-0.006596053,502.68387,500.53915
9.89,0.003673554,-0.037077084,0.0037160357,0.10849364,0.000854071,0.0033152597,44.935688,5.8094087,635.8761,14.989344,-0.006378357,-0.0027265914,496.563,501.61618
9.9,0.00072756095,-0.0022882079,0.003594966,0.0012643466,0.00039304266,0.006389592,46.916176,13.299791,522.281,14.990682,0.007712076,0.011967836,497.24527,498.34894
9.91,0.0040383376,-0.062243942,0.0032297946,-0.0021599217,0.0008084422,0.0016256114,45.23494,8.713833,618.45746,15.065593,-0.010011986,-0.017011926,502.25995,502.52164
9.92,0.0034127077,-0.042995907,0.00036869757,-0.027987797,-0.00026910915,0.0023025766,47.616146,14.934959,467.71228,14.942919,-0.004826104,0.0306364,496.23688,499.2595
9.93,0.0020691962,-0.039331447,0.001482262,-0.038518857,0.00028726287,0.0008484679,45.8272,9.783832,595.86487,14.995886,0.018987324,0.0026641765,502.20056,501.65295
9.94,0.0017154643,-0.23839141,-0.0020253293,0.02943814,-0.00045658828,-0.0040014964,46.696346,12.623235,539.925,14.997096,0.0103436345,0.0069845286,498.6338,502.80664
9.95,0.0033177673,-0.41246995,0.0009996432,0.031201629,-0.0004138139,0.0008466572,46.830547,13.043576,514.94446,15.07296,0.0040308344,-0.0047191028,499.76938,500.86243
9.96,-0.00083343056,-0.018613368,0.008480746,0.03845024,0.001684356,0.012265198,46.157024,10.293031,561.51544,15.000914,-0.020377198,-0.0057662963,495.80762,497.04788
9.97,-0.00089794374,0.16385047,0.0017325317,-0.035731792,0.00053630094,0.0033654054,47.102165,13.071923,486.07993,15.0269575,0.018221613,-0.012102643,500.38727,503.82706
9.98,0.0019549532,-0.20862663,0.0024200846,0.047061987,-0.00011696748,0.0023818836,46.003296,11.232824,559.6997,14.97855,0.016313374,-0.020107444,504.69604,505.19492
9.99,-0.0008651614,-0.054951422,-0.00042017316,-0.021278854,0.00018207249,-0.0003638016,47.1248,13.65447,512.7212,14.984695,-0.01381833,0.01826479,502.07855,503.56946
10.0,-0.0027968423,-0.14382553,0.004750357,0.0044591725,0.0012814816,0.008843152,46.879887,12.081698,539.1358,14.963071,0.027250538,0.00043573728,498.9444,505.8284
10.01,0.000518401,-0.015529536,0.008644992,0.035360496,0.00273105,0.011571873,46.017654,10.17766,559.728,14.9662485,-0.008931807,0.0013385253,497.4189,502.6313
10.02,-0.00010073907,-0.17649913,-0.0016010323,-0.00025841422,-6.9599846e-05,-0.0012416191,45.249435,5.8875513,627.91626,14.94908,-0.020378798,0.00031212863,499.51233,500.05032
10.03,-0.0022842446,0.014743544,0.0034929828,0.051315688,0.0009350047,0.005754923,47.06576,13.544409,485.23447,15.046535,0.010819485,-0.004124183,502.98453,502.60806
10.04,0.0018037541,0.11646345,0.007574536,-0.024468247,0.001507511,0.008325794,46.56257,11.847231,499.91483,15.051988,0.007170408,-0.01540684,507.2263,502.57462
10.05,0.00033139082,0.014599711,0.0066313557,0.030561997,0.0009987368,0.0076729595,46.695087,13.015054,548.2975,14.926655,-0.0005708107,-0.012134761,496.7905,502.2265
10.06,-0.00084118336,0.013986215,0.0029061583,0.02071417,0.0009595628,0.0041548605,46.265182,11.620336,552.2828,14.962545,0.0075427303,-0.0012177378,498.03754,500.6378
10.07,0.0034990502,-0.28837726,0.0049500475,0.080828205,0.001437681,0.0067781066,46.012333,10.836188,582.13245,14.983749,0.012159074,0.005575119,494.4241,502.9937
10.08,0.005505266,-0.15512897,0.0032889713,0.017572485,0.0005602739,0.0020467062,46.338314,12.454817,545.99786,14.945406,-0.008517384,-0.001317,499.94043,501.64206
10.09,-0.0010575575,-0.0006434921,0.0017827086,-0.005013477,0.00054584,0.004893299,48.1059,18.10033,449.18414,14.987269,0.018187176,0.0057114046,502.2941,498.63113
10.1,0.009602694,-0.13452001,0.006492682,0.06693229,0.0011087675,0.004125378,48.281677,22.466122,412.63086,14.965883,0.004087439,0.013691926,503.51834,497.42273
10.11,0.0014352873,0.0057696993,0.0044370806,0.0038571598,0.0005322271,0.0051840423,46.506863,10.86567,508.55527,14.99238,-0.0065909675,-0.0026364527,504.29248,503.20972
10.12,0.00064287096,-0.13719724,-0.0007391656,0.016514277,-0.00053426286,0.00040207803,47.213394,14.870894,501.8824,15.024738,0.0020566725,0.0036683832,497.1919,498.35608
10.13,-0.0017919496,0.07863864,0.0030119012,0.02263061,0.00044306385,0.004544718,47.1363,14.6607,522.1906,15.017248,0.022388965,-0.00565288,501.527,504.0781
10.14,-0.0022549627,-0.3288986,0.010550944,0.07472639,0.0029863846,0.013353747,45.96197,9.033932,559.254,14.961285,0.019543076,0.029413622,500.63638,502.7367
10.15,0.0018464588,-0.085042976,0.007056582,-0.043347828,0.0016475496,0.009018751,45.05115,5.720034,653.0678,14.941194,-0.00881516,-0.007935378,498.75284,498.24942
10.16,5.550316e-05,0.10469332,-0.00029357488,0.04401475,-0.00030116003,-0.00019820523,47.540543,14.398969,477.06458,15.010843,0.008988033,0.0013184879,500.25348,499.4285
10.17,0.0029009124,-0.036980364,0.011062622,-0.005270304,0.0028702707,0.01523323,46.32597,11.671564,538.45386,15.03964,-0.0022709877,0.0029601085,496.0953,503.6033
10.18,0.0017163507,-0.063817784,0.017395888,0.005590855,0.0034932154,0.023055118,46.60676,13.203938,515.429,15.019765,0.00013695059,0.016776914,498.79254,499.6482
10.19,0.0019050331,0.31374076,-0.0021755307,0.0015265549,-0.00051676785,-0.0033569373,46.834053,14.160197,532.04156,14.977795,0.020966634,0.0048988606,504.68262,503.2558
10.2,-0.00044426278,-0.05928545,0.0038900163,-0.0031313451,0.00086607266,0.0047644596,47.22319,15.279747,517.0225,15.000228,-0.022081142,-0.016645454,498.91226,500.40448
10.21,-0.00019281311,-0.002893411,-0.0012668683,0.029690491,-0.0005587378,-0.0036067527,45.955433,8.240235,580.79315,15.000499,0.011173926,-0.013716629,501.14786,503.23547
10.22,0.0065553384,-0.047202297,-0.0016375433,0.044960618,-0.0011785553,-0.0021302884,46.35029,11.184697,548.48004,14.963796,-0.023707548,0.036618378,498.19302,503.19876
10.23,0.001261518,-0.06453077,0.006700911,0.02674261,0.0011986064,0.009712212,47.1743,14.759143,523.72955,14.972859,-0.01707139,0.027655758,499.16428,498.6613
10.24,-0.0024001724,0.10563752,0.009188739,0.04811466,0.001553848,0.013929172,45.22738,7.300381,645.01556,15.02848,-0.0031314038,-0.029421832,499.95993,497.35345
10.25,0.0036519538,-0.17818463,0.010370595,0.0067997817,0.0017819011,0.012805199,46.5007,13.299712,555.7668,15.047788,0.02308727,-0.020725865,501.86957,507.09964
10.26,0.0011372658,-0.04393242,0.0011411144,0.014485459,-0.0001655684,0.0017949739,47.01742,15.581552,528.7904,14.940572,-0.0018345878,-0.005111841,497.72754,498.7847
10.27,0.0026482274,-0.1919843,-0.004750179,-0.029009279,-0.00082826614,-0.010691812,47.55831,15.643124,477.33508,15.016566,2.5884052e-05,0.006504444,497.41153,500.49265
10.28,-0.0015765821,-0.29500782,-0.0051079644,0.03185131,-0.00131352,-0.0052236244,47.269676,14.326435,490.6218,14.936675,-0.0024469863,0.025255105,506.81912,502.88205
10.29,0.0012477653,0.06882751,0.0036516539,0.048641704,0.0008368018,0.005381832,47.087105,14.044308,484.95267,15.039538,0.013914159,0.00039552446,498.11823,502.6402
10.3,-0.01025334,-0.18790732,-0.002531981,0.032107335,0.00017874017,-0.0014964917,47.291695,14.799751,530.93024,14.957049,0.011681372,-0.02377478,501.90924,505.60287
10.31,-0.00022508367,0.11981419,0.003269809,0.047834948,0.0008121005,0.0054278118,45.753494,8.31377,570.1082,15.03421,0.005190444,-0.018149862,498.64346,504.22385
10.32,0.0004201727,0.101772025,0.005330554,0.009409004,0.0008986162,0.008696312,46.716385,13.183589,557.4737,14.982082,0.014497125,-0.007874921,503.65152,500.11227
10.33,-0.0018833819,-0.027966574,0.00010617962,-0.032089777,-0.0004254404,0.0018458802,46.807083,13.063426,509.70273,14.926468,0.025466263,-0.010925611,500.2726,498.21585
10.34,-0.0016255906,-0.059158508,0.0021398882,-0.016815118,0.0012419301,0.003541667,46.080685,9.188111,574.1372,14.991122,-0.01904212,0.020530352,499.13553,499.33264
10.35,-8.5507054e-05,-0.33933085,0.00046192948,-0.06516663,0.001152828,-0.0044936654,45.32826,5.269442,624.0789,14.984164,0.0070965383,0.011641301,500.90363,505.27576
10.36,0.0055725677,-0.18156248,0.009649979,0.033870075,0.0016197048,0.012937686,47.68702,17.71201,484.47052,15.04409,-0.0075875185,-0.041497093,496.0705,502.62265
10.37,0.0035077154,-0.11549058,0.00637052,0.0653504,0.0011163045,0.008999208,46.637177,12.6440325,550.7422,14.970645,0.0038105124,0.014325748,495.73163,498.60803
10.38,-0.0009252854,0.12318848,0.005901369,0.06793192,0.0008827261,0.0071000145,46.013737,10.559912,602.4434,14.982232,-0.018927628,-0.0051494287,500.54376,501.35367
10.39,0.0016385296,-0.40280125,0.01152885,-0.068116896,0.0022881646,0.016276933,45.78166,8.828443,619.1096,14.934737,0.034182068,-0.003090419,496.83908,505.2808
